Label,Artist,Id,Track,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Genre
I Follow Rivers - The Magician Remix,Lykke Li,335,I Follow Rivers - The Magician Remix Lykke Li,0.786,0.696,-5.796,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,art pop
I Need A Dollar,Aloe Blacc,336,I Need A Dollar Aloe Blacc,0.84,0.481,-7.123,0.0336,0.199,0.0,0.0873,0.955,95.497,243053,pop soul
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,337,I Wanna Dance with Somebody (Who Loves Me) Whitney Houston,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,dance pop
I'm Gonna Be (500 Miles),The Proclaimers,338,I'm Gonna Be (500 Miles) The Proclaimers,0.851,0.551,-5.177,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,celtic rock
If I ever feel better,Phoenix,339,If I ever feel better Phoenix,0.755,0.553,-9.449,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600,alternative dance
In Bloom,Nirvana,340,In Bloom Nirvana,0.436,0.876,-4.902,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080,alternative rock
In For The Kill,La Roux,341,In For The Kill La Roux,0.629,0.969,-0.276,0.0455,0.00184,0.0,0.122,0.905,150.01,248627,alternative dance
In The Air Tonight,Phil Collins,342,In The Air Tonight Phil Collins,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,mellow gold
Intergalactic,Beastie Boys,343,Intergalactic Beastie Boys,0.734,0.864,-6.119,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,alternative rock
Islands,The xx,344,Islands The xx,0.871,0.472,-11.077,0.0756,0.74,0.269,0.145,0.707,124.04,160720,downtempo
It's Time,Imagine Dragons,345,It's Time Imagine Dragons,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.145,0.86,105.009,237987,modern rock
It's the End of the World As We Know It (And I Feel Fine),R.E.M.,346,It's the End of the World As We Know It (And I Feel Fine) R.E.M.,0.381,0.894,-8.638,0.037,0.0258,0.0,0.0251,0.797,205.528,246933,alternative rock
Juicy,The Notorious B.I.G.,347,Juicy The Notorious B.I.G.,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760,east coast hip hop
Jump Around,House Of Pain,348,Jump Around House Of Pain,0.854,0.71,-6.32,0.0795,0.0113,9.06e-05,0.166,0.818,106.893,214947,gangster rap
Just A Girl,No Doubt,349,Just A Girl No Doubt,0.638,0.906,-4.824,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,209200,alternative rock
Just Like Heaven,The Cure,350,Just Like Heaven The Cure,0.43,0.971,-3.845,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000,new wave
Keep Your Head Up,Ben Howard,351,Keep Your Head Up Ben Howard,0.508,0.596,-9.034,0.0334,0.439,9.84e-06,0.111,0.4,79.359,264547,british singer-songwriter
Killing Me Softly with His Song,Fugees,352,Killing Me Softly with His Song Fugees,0.765,0.29,-17.117,0.139,0.0279,0.0,0.571,0.506,92.409,298773,new jersey rap
King And Lionheart,Of Monsters and Men,353,King And Lionheart Of Monsters and Men,0.52,0.655,-6.516,0.0393,0.104,0.00347,0.124,0.289,126.593,273853,folk-pop
Kiss Me,Sixpence None The Richer,354,Kiss Me Sixpence None The Richer,0.526,0.749,-6.964,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,208680,neo mellow
Knights Of Cydonia,Muse,355,Knights Of Cydonia Muse,0.366,0.963,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,alternative rock
Last Nite,The Strokes,356,Last Nite The Strokes,0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,alternative rock
Latch,Disclosure,357,Latch Disclosure,0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,pop
Lean On (feat. MØ & DJ Snake),Major Lazer,358,Lean On (feat. MØ & DJ Snake) Major Lazer,0.463,0.889,-3.189,0.126,0.0354,0.382,0.186,0.21,127.973,296350,dance pop
Lego House,Ed Sheeran,359,Lego House Ed Sheeran,0.592,0.637,-8.48,0.0992,0.562,0.0,0.13,0.565,159.701,185093,pop
Let's Get It On,Marvin Gaye,360,Let's Get It On Marvin Gaye,0.539,0.599,-10.638,0.0483,0.0375,0.0,0.0754,0.636,167.7,290933,classic soul
Like A Prayer,Madonna,361,Like A Prayer Madonna,0.624,0.842,-5.285,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,dance pop
Like a Rolling Stone,Bob Dylan,362,Like a Rolling Stone Bob Dylan,0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600,album rock
Linger,The Cranberries,363,Linger The Cranberries,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,irish rock
Lisztomania,Phoenix,364,Lisztomania Phoenix,0.486,0.784,-6.68,0.0852,0.0339,0.00452,0.53,0.315,195.154,241640,alternative dance
Lithium,Nirvana,365,Lithium Nirvana,0.678,0.656,-6.41,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,alternative rock
Little Secrets,Passion Pit,366,Little Secrets Passion Pit,0.597,0.786,-4.248,0.0419,0.00345,0.0,0.0909,0.666,99.888,238973,alternative dance
Little Talks,Of Monsters and Men,367,Little Talks Of Monsters and Men,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600,folk-pop
London Calling,The Clash,368,London Calling The Clash,0.651,0.801,-7.34,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,classic rock
Lonely Boy,The Black Keys,369,Lonely Boy The Black Keys,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,alternative rock
Lose Yourself - Soundtrack Version,Eminem,370,Lose Yourself - Soundtrack Version Eminem,0.703,0.746,-4.718,0.257,0.00535,1.8e-05,0.357,0.0655,171.387,321213,detroit hip hop
Losing My Religion,R.E.M.,371,Losing My Religion R.E.M.,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,alternative rock
Love Me Again,John Newman,372,Love Me Again John Newman,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,
Love Will Tear Us Apart,Joy Division,373,Love Will Tear Us Apart Joy Division,0.527,0.923,-7.458,0.0379,0.000541,0.765,0.127,0.899,146.924,208453,alternative rock
Madness,Muse,374,Madness Muse,0.502,0.417,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,alternative rock
Magic,Coldplay,375,Magic Coldplay,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,permanent wave
Man On The Moon,R.E.M.,376,Man On The Moon R.E.M.,0.667,0.699,-7.574,0.026,0.42,0.000442,0.201,0.655,118.567,314173,alternative rock
Matilda,alt-J,377,Matilda alt-J,0.576,0.653,-9.132,0.03,0.779,0.361,0.113,0.209,147.867,227920,indie rock
Misery Business,Paramore,378,Misery Business Paramore,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,candy pop
Money For Nothing,Dire Straits,379,Money For Nothing Dire Straits,0.667,0.655,-9.339,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,album rock
Money Trees,Kendrick Lamar,380,Money Trees Kendrick Lamar,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994,386907,rap
Monkey Wrench,Foo Fighters,381,Monkey Wrench Foo Fighters,0.401,0.953,-4.276,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,231480,alternative metal
Monster,Kanye West,382,Monster Kanye West,0.628,0.692,-5.64,0.202,0.00244,0.0129,0.668,0.0963,124.887,378893,rap
Mountain Sound,Of Monsters and Men,383,Mountain Sound Of Monsters and Men,0.379,0.879,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453,folk-pop
Mr. Jones,Counting Crows,384,Mr. Jones Counting Crows,0.578,0.817,-6.542,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293,alternative rock
Ms. Jackson,OutKast,385,Ms. Jackson OutKast,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,270507,atl hip hop
My Body,Young the Giant,386,My Body Young the Giant,0.488,0.909,-6.591,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400,modern alternative rock
My Number,Foals,387,My Number Foals,0.639,0.715,-8.954,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853,indie rock
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,388,My Songs Know What You Did In The Dark (Light Em Up) Fall Out Boy,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,emo
Myth,Beach House,389,Myth Beach House,0.445,0.708,-6.268,0.0293,0.032,0.0908,0.171,0.414,141.965,258653,baltimore indie
National Anthem,Lana Del Rey,390,National Anthem Lana Del Rey,0.532,0.899,-5.935,0.244,0.531,0.000146,0.0957,0.436,85.0,230520,art pop
Never Gonna Give You Up,Rick Astley,391,Never Gonna Give You Up Rick Astley,0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,new romantic
Next Girl,The Black Keys,392,Next Girl The Black Keys,0.383,0.748,-6.343,0.0343,0.022,0.00014,0.114,0.255,171.568,198213,alternative rock
Next to Me,Emeli Sandé,393,Next to Me Emeli Sandé,0.674,0.81,-5.117,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867,dance pop
Ni**as In Paris,JAY Z,394,Ni**as In Paris JAY Z,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333,rap
No Church In The Wild,JAY Z,395,No Church In The Wild JAY Z,0.654,0.75,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507,hip hop
No One's Gonna Love You,Band of Horses,396,No One's Gonna Love You Band of Horses,0.313,0.894,-3.579,0.0294,0.122,0.0,0.0925,0.363,149.044,217333,indie folk
No Scrubs,TLC,397,No Scrubs TLC,0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,atl hip hop
No Surprises,Radiohead,398,No Surprises Radiohead,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120,alternative rock
Nothing Else Matters,Metallica,399,Nothing Else Matters Metallica,0.547,0.394,-9.793,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733,hard rock
Oblivion,Grimes,400,Oblivion Grimes,0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,251267,art pop
Odessa,Caribou,401,Odessa Caribou,0.681,0.915,-5.974,0.042,0.00334,0.0841,0.354,0.606,118.029,315585,alternative dance
Off To The Races,Lana Del Rey,402,Off To The Races Lana Del Rey,0.399,0.721,-5.562,0.0523,0.0621,0.00282,0.278,0.113,160.125,299934,art pop
Old Pine,Ben Howard,403,Old Pine Ben Howard,0.401,0.364,-10.836,0.033,0.45,0.0503,0.162,0.224,129.57,328507,british singer-songwriter
On Melancholy Hill,Gorillaz,404,On Melancholy Hill Gorillaz,0.689,0.739,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867,alternative hip hop
Open,Rhye,405,Open Rhye,0.551,0.324,-10.962,0.0314,0.896,0.0873,0.277,0.231,90.957,217053,downtempo
Otherside,Red Hot Chili Peppers,406,Otherside Red Hot Chili Peppers,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,alternative rock
POWER,Kanye West,407,POWER Kanye West,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993,292093,chicago rap
Paranoid,Black Sabbath,408,Paranoid Black Sabbath,0.412,0.658,-12.051,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,album rock
Perfect Day,Lou Reed,409,Perfect Day Lou Reed,0.4,0.267,-12.488,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,art rock
Piano Man,Billy Joel,410,Piano Man Billy Joel,0.331,0.55,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,339000,classic rock
Polish Girl,Neon Indian,411,Polish Girl Neon Indian,0.622,0.873,-4.255,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,264000,alternative dance
Pompeii,Bastille,412,Pompeii Bastille,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,metropopolis
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,413,Prayer in C - Robin Schulz Radio Edit Lilly Wood and The Prick,0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189413,french indie pop
Pumpin Blood,NONONO,414,Pumpin Blood NONONO,0.618,0.848,-4.36,0.0279,0.000469,0.522,0.189,0.413,118.998,209485,swedish alternative rock
Pyramids,Frank Ocean,415,Pyramids Frank Ocean,0.4,0.65,-6.104,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,592920,alternative r&b
Pyro,Kings Of Leon,416,Pyro Kings Of Leon,0.365,0.606,-7.174,0.0415,0.00757,0.052,0.103,0.191,114.995,250533,modern rock
Radio,Lana Del Rey,417,Radio Lana Del Rey,0.423,0.857,-5.173,0.0687,0.188,2.63e-05,0.105,0.196,75.024,214574,art pop
Rather Be (feat. Jess Glynne),Clean Bandit,418,Rather Be (feat. Jess Glynne) Clean Bandit,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,tropical house
Read My Mind,The Killers,419,Read My Mind The Killers,0.543,0.917,-3.391,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,alternative rock
Rebellion (Lies),Arcade Fire,420,Rebellion (Lies) Arcade Fire,0.401,0.933,-5.682,0.0344,0.00744,0.627,0.318,0.734,127.193,310893,alternative dance
Red Eyes,The War On Drugs,421,Red Eyes The War On Drugs,0.464,0.814,-6.371,0.0369,0.00882,0.2,0.162,0.467,161.845,298920,indie rock
Redemption Song,Bob Marley & The Wailers,422,Redemption Song Bob Marley & The Wailers,0.671,0.256,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.871,233560,reggae
Rehab,Amy Winehouse,423,Rehab Amy Winehouse,0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,british soul
Reptilia,The Strokes,424,Reptilia The Strokes,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,alternative rock
Resistance,Muse,425,Resistance Muse,0.467,0.774,-6.569,0.0485,0.0616,0.289,0.108,0.0916,135.006,346693,alternative rock
Respect,Aretha Franklin,426,Respect Aretha Franklin,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,classic soul
Retrograde,James Blake,427,Retrograde James Blake,0.533,0.251,-11.283,0.0372,0.873,0.104,0.134,0.186,77.503,223600,alternative r&b
Ribs,Lorde,428,Ribs Lorde,0.511,0.472,-9.277,0.091,0.534,0.614,0.11,0.0399,127.978,258969,art pop
Ritual Union,Little Dragon,429,Ritual Union Little Dragon,0.7,0.738,-4.398,0.0324,0.0381,0.00527,0.22,0.796,144.035,210267,alternative dance
Ruby,Kaiser Chiefs,430,Ruby Kaiser Chiefs,0.443,0.934,-3.398,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,202800,alternative rock
Runaways,The Killers,431,Runaways The Killers,0.409,0.837,-4.043,0.0406,0.00116,0.00651,0.0855,0.199,121.757,243787,alternative rock
Safe and Sound,Capital Cities,432,Safe and Sound Capital Cities,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,metropopolis
Santa Fe,Beirut,433,Santa Fe Beirut,0.728,0.679,-6.764,0.0271,0.296,0.00733,0.11,0.953,131.715,254387,albuquerque indie
Save Tonight,Eagle-Eye Cherry,434,Save Tonight Eagle-Eye Cherry,0.547,0.693,-8.786,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,pop rock
Say It Ain't So,Weezer,435,Say It Ain't So Weezer,0.634,0.551,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827,alternative rock
Scar Tissue,Red Hot Chili Peppers,436,Scar Tissue Red Hot Chili Peppers,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,alternative rock
September,"Earth, Wind & Fire",437,"September Earth, Wind & Fire",0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,disco
Sex on Fire,Kings Of Leon,438,Sex on Fire Kings Of Leon,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,modern rock
Shake It Out,Florence + The Machine,439,Shake It Out Florence + The Machine,0.527,0.804,-4.168,0.0358,0.0104,0.0,0.105,0.221,107.486,277720,baroque pop
She Moves In Her Own Way,The Kooks,440,She Moves In Her Own Way The Kooks,0.431,0.81,-5.379,0.066,0.276,0.0,0.0906,0.795,76.412,169307,brighton indie
Shiny Happy People,R.E.M.,441,Shiny Happy People R.E.M.,0.452,0.909,-3.977,0.0366,0.0313,0.0603,0.23,0.805,124.623,225787,alternative rock
Shuffle,Bombay Bicycle Club,442,Shuffle Bombay Bicycle Club,0.627,0.959,-4.744,0.0298,0.316,0.00576,0.112,0.397,109.981,235293,alternative dance
Smile Like You Mean It,The Killers,443,Smile Like You Mean It The Killers,0.362,0.979,-2.581,0.161,0.000378,0.0151,0.231,0.383,125.087,234107,alternative rock
Snap Out Of It,Arctic Monkeys,444,Snap Out Of It Arctic Monkeys,0.728,0.638,-6.455,0.0336,0.249,0.0,0.116,0.872,130.014,193030,garage rock
Some Nights,Fun.,445,Some Nights Fun.,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,baroque pop
Somebody Told Me,The Killers,446,Somebody Told Me The Killers,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197200,alternative rock
Someday,The Strokes,447,Someday The Strokes,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,183440,alternative rock
Somewhere Only We Know,Keane,448,Somewhere Only We Know Keane,0.453,0.655,-4.22,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,236160,neo mellow
Son Of A Preacher Man,Dusty Springfield,449,Son Of A Preacher Man Dusty Springfield,0.401,0.498,-10.682,0.0757,0.394,0.0,0.13,0.816,181.701,149160,adult standards
Song 2,Blur,450,Song 2 Blur,0.674,0.789,-6.903,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,alternative rock
Song For Zula,Phosphorescent,451,Song For Zula Phosphorescent,0.486,0.623,-8.264,0.0358,0.734,0.536,0.0509,0.525,86.007,370200,alternative americana
Sprawl II (Mountains Beyond Mountains),Arcade Fire,452,Sprawl II (Mountains Beyond Mountains) Arcade Fire,0.518,0.81,-6.445,0.029,0.016,0.0013,0.115,0.179,99.968,325547,alternative dance
Starlight,Muse,453,Starlight Muse,0.55,0.874,-4.046,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213,alternative rock
Started From The Bottom,Drake,454,Started From The Bottom Drake,0.793,0.524,-7.827,0.156,0.0319,0.0,0.156,0.579,86.325,174133,canadian hip hop
Stay With Me,Sam Smith,455,Stay With Me Sam Smith,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,dance pop
Step,Vampire Weekend,456,Step Vampire Weekend,0.621,0.713,-7.226,0.102,0.605,8.28e-06,0.103,0.609,78.022,251627,baroque pop
Still Into You,Paramore,457,Still Into You Paramore,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,candy pop
Streets of Philadelphia,Bruce Springsteen,458,Streets of Philadelphia Bruce Springsteen,0.741,0.29,-13.251,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,classic rock
Stronger,Kanye West,459,Stronger Kanye West,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867,chicago rap
Stubborn Love,The Lumineers,460,Stubborn Love The Lumineers,0.598,0.56,-11.679,0.0375,0.607,0.0432,0.196,0.221,115.01,279000,folk-pop
"Sugar, We're Goin Down",Fall Out Boy,461,"Sugar, We're Goin Down Fall Out Boy",0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,emo
Summertime Sadness,Lana Del Rey,462,Summertime Sadness Lana Del Rey,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,art pop
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,463,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Lana Del Rey,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,art pop
Sunshine Of Your Love,Cream,464,Sunshine Of Your Love Cream,0.683,0.594,-8.289,0.0347,0.385,8.61e-05,0.121,0.734,115.099,250400,album rock
Supermassive Black Hole,Muse,465,Supermassive Black Hole Muse,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,alternative rock
Suspicious Minds,Elvis Presley,466,Suspicious Minds Elvis Presley,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280,adult standards
Sweater Weather,The Neighbourhood,467,Sweater Weather The Neighbourhood,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,modern alternative rock
Sweet Nothing,Calvin Harris,468,Sweet Nothing Calvin Harris,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,dance pop
Sympathy For The Devil,The Rolling Stones,469,Sympathy For The Devil The Rolling Stones,0.702,0.668,-9.237,0.214,0.518,0.0,0.0588,0.561,116.063,378147,british invasion
Talk Dirty (feat. 2 Chainz),Jason Derulo,470,Talk Dirty (feat. 2 Chainz) Jason Derulo,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,177685,pop rap
Taro,alt-J,471,Taro alt-J,0.356,0.48,-10.633,0.0347,0.778,0.00327,0.0784,0.283,171.79,305981,indie rock
Team,Lorde,472,Team Lorde,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961,193059,art pop
Tennis Court,Lorde,473,Tennis Court Lorde,0.764,0.567,-8.585,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907,art pop
Tessellate,alt-J,474,Tessellate alt-J,0.702,0.607,-6.509,0.0405,0.364,0.0263,0.123,0.436,116.961,181400,indie rock
The Bad Touch,Bloodhound Gang,475,The Bad Touch Bloodhound Gang,0.831,0.735,-6.254,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507,alternative metal
The Chain,Fleetwood Mac,476,The Chain Fleetwood Mac,0.545,0.67,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,album rock
The High Road,Broken Bells,477,The High Road Broken Bells,0.61,0.638,-6.574,0.0238,0.0672,6.59e-06,0.283,0.603,79.955,232200,alternative dance
The House Of The Rising Sun,The Animals,478,The House Of The Rising Sun The Animals,0.295,0.584,-6.696,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,album rock
The Middle,Jimmy Eat World,479,The Middle Jimmy Eat World,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,alternative rock
The Reason,Hoobastank,480,The Reason Hoobastank,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,232800,alternative metal
The Times They Are A-Changin',Bob Dylan,481,The Times They Are A-Changin' Bob Dylan,0.389,0.396,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86,192053,album rock
There Is A Light That Never Goes Out,The Smiths,482,There Is A Light That Never Goes Out The Smiths,0.523,0.769,-5.855,0.0269,0.04,0.0,0.136,0.876,136.162,244587,madchester
Thinkin Bout You,Frank Ocean,483,Thinkin Bout You Frank Ocean,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,alternative r&b
This Charming Man,The Smiths,484,This Charming Man The Smiths,0.611,0.846,-5.9,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,madchester
This Head I Hold,Electric Guest,485,This Head I Hold Electric Guest,0.663,0.873,-4.915,0.0328,0.0268,0.0108,0.261,0.962,162.024,175773,alternative dance
This Love,Maroon 5,486,This Love Maroon 5,0.712,0.862,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,pop
Thrift Shop - feat. Wanz,Macklemore & Ryan Lewis,487,Thrift Shop - feat. Wanz Macklemore & Ryan Lewis,0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,seattle hip hop
Tighten Up,The Black Keys,488,Tighten Up The Black Keys,0.504,0.705,-6.179,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,211080,alternative rock
Time After Time,Cyndi Lauper,489,Time After Time Cyndi Lauper,0.726,0.449,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,mellow gold
Time Is Running Out,Muse,490,Time Is Running Out Muse,0.585,0.842,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,alternative rock
Tiny Dancer,Elton John,491,Tiny Dancer Elton John,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,glam rock
To Build A Home,The Cinematic Orchestra,492,To Build A Home The Cinematic Orchestra,0.264,0.128,-15.443,0.034,0.885,0.352,0.105,0.0774,148.499,370667,downtempo
Today,The Smashing Pumpkins,493,Today The Smashing Pumpkins,0.456,0.826,-7.611,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,201173,alternative metal
Tongue Tied,Grouplove,494,Tongue Tied Grouplove,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,indie pop
"Tonight, Tonight",The Smashing Pumpkins,495,"Tonight, Tonight The Smashing Pumpkins",0.277,0.67,-9.381,0.0376,6.28e-05,0.751,0.237,0.217,148.342,254627,alternative metal
Too Close,Alex Clare,496,Too Close Alex Clare,0.584,0.712,-4.311,0.0395,0.0112,1.05e-06,0.114,0.286,126.043,256560,modern alternative rock
Torn,Natalie Imbruglia,497,Torn Natalie Imbruglia,0.575,0.886,-5.182,0.034,0.0647,0.000187,0.709,0.609,96.31,244667,dance pop
Towers,Bon Iver,498,Towers Bon Iver,0.379,0.334,-12.412,0.0316,0.945,0.708,0.273,0.133,91.565,188040,eau claire indie
Trouble,Coldplay,499,Trouble Coldplay,0.565,0.546,-7.496,0.0314,0.189,0.0015,0.17,0.195,139.757,273427,permanent wave
Tubthumping,Chumbawamba,500,Tubthumping Chumbawamba,0.263,0.871,-7.496,0.131,0.106,0.0,0.363,0.622,206.68,278960,anarcho-punk
Two Princes,Spin Doctors,501,Two Princes Spin Doctors,0.543,0.912,-10.71,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,256733,alternative rock
U Can't Touch This,MC Hammer,502,U Can't Touch This MC Hammer,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360,hip hop
Unbelievers,Vampire Weekend,503,Unbelievers Vampire Weekend,0.644,0.811,-7.774,0.0517,0.149,0.000473,0.17,0.817,154.909,202667,baroque pop
Undercover Martyn,Two Door Cinema Club,504,Undercover Martyn Two Door Cinema Club,0.442,0.872,-5.072,0.123,0.00025,1.74e-05,0.0602,0.568,159.867,167773,indietronica
Uprising,Muse,505,Uprising Muse,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,alternative rock
VCR,The xx,506,VCR The xx,0.755,0.482,-12.729,0.03,0.891,0.818,0.1,0.48,109.354,177093,downtempo
Video Games,Lana Del Rey,507,Video Games Lana Del Rey,0.236,0.249,-9.595,0.0348,0.811,1e-06,0.087,0.181,72.847,281960,art pop
